"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4115404";"";"None";"338.42";"0";"2.34";"BDBM239227";"CC(C)Oc1ccc2[nH]nc(-c3cc(N4CC[C@@H](N)C4)ncn3)c2c1";"IC50";"'='";"8.78";"nM";"8.06";"";"417688";"UO_0000065";"23.81";"0.44";"5.72";"8.67";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3927721";"";"None";"384.46";"0";"3.09";"BDBM239230";"CCN1CCN(c2cc(-c3n[nH]c4cc(F)c(OC(C)C)cc34)ncn2)CC1";"IC50";"'='";"2.97";"nM";"8.53";"";"417691";"UO_0000065";"22.18";"0.42";"5.44";"12.15";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3921084";"";"None";"384.46";"0";"3.09";"BDBM239234";"CC(C)Oc1cc2c(-c3cc(N4CCN(C)[C@@H](C)C4)ncn3)n[nH]c2cc1F";"IC50";"'='";"1.2";"nM";"8.92";"";"417695";"UO_0000065";"23.20";"0.44";"5.83";"12.71";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3910578";"";"None";"356.41";"0";"2.48";"BDBM239243";"CC(C)Oc1cc2c(-c3cc(N4CC[C@H](N)C4)ncn3)n[nH]c2cc1F";"IC50";"'='";"10.4";"nM";"7.98";"";"417704";"UO_0000065";"22.40";"0.42";"5.50";"8.59";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3972366";"";"None";"389.46";"0";"3.03";"BDBM239489";"C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(-c5ccnn5C)cc34)ncn2)C[C@H](C)O1";"IC50";"'='";"32.1";"nM";"7.49";"";"417954";"UO_0000065";"19.24";"0.35";"4.46";"8.84";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3921038";"";"None";"435.51";"0";"2.16";"BDBM239515";"CS(=O)(=O)N1CCN(c2cc(-c3n[nH]c4ccc(-c5cccnc5)cc34)ncn2)CC1";"IC50";"'='";"7.3";"nM";"8.14";"";"417979";"UO_0000065";"18.68";"0.36";"5.98";"7.54";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL1673040";"";"None";"460.54";"0";"3.55";"XMD9-19";"COc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C";"IC50";"'='";"14.1";"nM";"7.85";"";"";"UO_0000065";"17.05";"0.32";"4.30";"8.35";"0";"CHEMBL4612965";"Inhibition of recombinant human GST-tagged LRRK2 catalytic domain (970 to 2527 residues) expressed in baculovirus expression system using LRRKtide as substrate measured after 1 hr by Alexa fluor-647 ADP tracer-based ADAPTA assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4610122";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4647792";"";"None";"570.70";"1";"3.44";"XMD11-50; LRRK2-IN-1";"COc1cc(C(=O)N2CCN(C3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"14.55";"0.27";"4.86";"8.52";"0";"CHEMBL4612965";"Inhibition of recombinant human GST-tagged LRRK2 catalytic domain (970 to 2527 residues) expressed in baculovirus expression system using LRRKtide as substrate measured after 1 hr by Alexa fluor-647 ADP tracer-based ADAPTA assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4610122";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL4636072";"";"None";"499.62";"0";"4.26";"JWG-068";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCC1)c1ccccc1C(=O)N2C";"IC50";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"14.04";"0.26";"2.75";"9.10";"0";"CHEMBL4612965";"Inhibition of recombinant human GST-tagged LRRK2 catalytic domain (970 to 2527 residues) expressed in baculovirus expression system using LRRKtide as substrate measured after 1 hr by Alexa fluor-647 ADP tracer-based ADAPTA assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4610122";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL1673054";"";"None";"473.58";"0";"3.65";"XMD11-34";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccc(C)cc1C(=O)N2C";"IC50";"'='";"928.0";"nM";"6.03";"";"";"UO_0000065";"12.74";"0.24";"2.38";"7.83";"0";"CHEMBL4612965";"Inhibition of recombinant human GST-tagged LRRK2 catalytic domain (970 to 2527 residues) expressed in baculovirus expression system using LRRKtide as substrate measured after 1 hr by Alexa fluor-647 ADP tracer-based ADAPTA assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4610122";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL1672987";"";"None";"445.53";"0";"3.31";"XMD8-87";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"16.06";"0.30";"3.84";"8.33";"0";"CHEMBL4612965";"Inhibition of recombinant human GST-tagged LRRK2 catalytic domain (970 to 2527 residues) expressed in baculovirus expression system using LRRKtide as substrate measured after 1 hr by Alexa fluor-647 ADP tracer-based ADAPTA assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4610122";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL3939513";"";"None";"314.35";"0";"3.58";"BDBM254930";"Cn1ccc(Nc2cc(-c3ccccc3)c3c(C#N)c[nH]c3n2)n1";"IC50";"'='";"58.0";"nM";"7.24";"";"443713";"UO_0000065";"23.02";"0.41";"3.66";"8.79";"0";"CHEMBL3889252";"Homogeneous Time Resolved-fluorescence Resonance Energy Transfer (TR-FRET) Assay: LRRK2 kinase activity is measured using a LanthaScreen kinase activity assay available from Invitrogen (Life Technologies Corporation). The assay is a homogeneous time resolved-fluorescence resonance energy transfer (TR-FRET) assay that measures phosphorylation of a fluorescein-labelled peptide substrate (fluorescein-LRRKtide, fluorescein-GAGRLGRDKYKTLRQIRQ) (SEQ ID NO 1) as a result of LRRK2 kinase activity. The phosphorylated peptide is recognized by a terbium-labelled phospho-specific anti-LRRKtide antibody and, subsequently, the phosphorylated LRRKtide can be quantified by the extent of TR-FRET between the terbium donor and fluorescein acceptor.The LRRK2 kinase is obtained from Invitrogen (Life Technologies Corporation) and comprises residues 970 to 2527 of the full length human wild-type LRRK2 kinase or a similar sequence with the G2019S mutation. As discussed above, this mutation increases the kinase activity relative to the wild-type. The kinase reactions are performed in a 20 uL volume in 384-well plates. The kinase reaction buffer consists of 50 mM Tris pH 8.5, 0.01% BRIJ-35, 10 mM MgCl2, 1 mM EGTA, and 2 mM DTT.Â  In the assay, 1 nM LRRK2 WT or 250 pM LRRK2 G2019S kinase is incubated with the test compound (typically at 0 to 30 uM) for 30 minutes before the kinase reaction is initiated by addition of 1.3 mM ATP and 0.4 uM fluorescein-LRRKtide. The reaction mixture (20 ul total volume) is incubated for 2 hours at 30° C. before the reaction is terminated by addition of 10 mM EDTA and 1 nM terbium-labelled anti-phospho-LRRKtide antibody (final volume 20 ul). The mixture is further incubated for 30 minutes at RT. TR-FRET is measured by excitation of the terbium-donor with 340 nm light and subsequent (delay time 100 us) measurement of terbium and fluorescein emission at 495 nm and 520 nm, respectively, over a time window of 1000 us. The measurement is repeated 10 times for fluorescein and 10 times for terbium emission with a 2000 us time window between repeats. TR-FRET measurements are performed on a Biomek Synergy plate. The TR-FRET signal is calculated as the emission-ratio at 520 nm over 495 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"Q5S007";"G2019S";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887011";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3893561";"";"None";"286.31";"0";"2.84";"BDBM185529";"COc1ccc(F)cc1-c1c[nH]c2ncnc(N(C)C)c12";"IC50";"'='";"11.0";"nM";"7.96";"";"334709";"UO_0000065";"27.80";"0.52";"5.12";"14.73";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3942875";"";"None";"317.35";"0";"2.47";"BDBM185460";"N#Cc1cccc(-c2c[nH]c3ncnc(N4CC5CC(C4)O5)c23)c1";"IC50";"'='";"58.0";"nM";"7.24";"";"334433";"UO_0000065";"22.80";"0.41";"4.77";"9.30";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3981479";"";"None";"351.39";"0";"2.80";"BDBM185480";"N#Cc1cccc(-c2c[nH]c3ncnc(N4CCC(F)(CO)CC4)c23)c1";"IC50";"'='";"42.0";"nM";"7.38";"";"334453";"UO_0000065";"20.99";"0.39";"4.58";"8.30";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3983178";"";"None";"312.33";"0";"1.26";"BDBM185497";"COc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)n1";"IC50";"'='";"32.0";"nM";"7.50";"";"334471";"UO_0000065";"24.00";"0.45";"6.23";"8.42";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3908095";"";"None";"316.31";"0";"2.74";"BDBM185441";"Fc1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c(F)c1";"IC50";"'='";"41.0";"nM";"7.39";"";"334410";"UO_0000065";"23.35";"0.44";"4.65";"13.67";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3923604";"";"None";"298.32";"0";"2.60";"BDBM185442";"Fc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1";"IC50";"'='";"9.0";"nM";"8.05";"";"334411";"UO_0000065";"26.97";"0.50";"5.45";"14.89";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3393354";"";"None";"310.36";"0";"2.47";"BDBM50059346";"COc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1";"IC50";"'='";"28.0";"nM";"7.55";"";"334417";"UO_0000065";"24.34";"0.45";"5.08";"11.94";"1";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
